table,sequence_id,column,datatype,size,description
pdd_mdc_08,109,msdrg_983,int,1,Counts for MS-DRG 983
pdd_mdc_08,110,msdrg_987,int,1,Counts for MS-DRG 987
pdd_mdc_08,111,msdrg_989,int,1,Counts for MS-DRG 989
,,,,,
pdd_summary_msdrg,1,id,int,,"Patient Discharge counts, aggregated on the msdrg variable"
pdd_summary_msdrg,2,oshpd_id,str,9,"Hospital Identification Number. A unique six-digit identifier assigned to each facility by the Office of Statewide Health Planning and Development. The first two digits indicate the county in which the facility is located. The last four digits are unique within each county. Appendix F - Counts by Facility (Discharges) (PDD) lists facility ID number, name, and number of discharges."
pdd_summary_msdrg,3,year,int,4,Discharge Year. The year the patient was discharged.
pdd_summary_msdrg,4,msdrg,str,3,"Medicare Severity-Diagnosis Related Group (MS-DRG). MS-DRG code (for example, 028). One MS-DRG is assigned to each inpatient stay. The MS-DRGs are assigned using the principal diagnosis and additional diagnoses, the principal procedure and additional procedures, sex, and discharge status. For a list of MS-DRG codes and labels see Appendix J - Medicare Severity-Diagnosis Related Groups (MS-DRG). Also see the MS-DRG Grouper Version variable (grouper)."
pdd_summary_msdrg,5,count,int,4,Count of records
,,,,,
pdd_mdc_11,1,id,int,,"MSDRGs counts per hosiptal, per year, for MDC 11"
pdd_mdc_11,2,oshpd_id,str,9,OSHPD facility id
pdd_mdc_11,3,year,int,4,Year of discharge
pdd_mdc_11,4,msdrg_003,int,1,Counts for MS-DRG 003
pdd_mdc_11,5,msdrg_004,int,1,Counts for MS-DRG 004
pdd_mdc_11,6,msdrg_005,int,1,Counts for MS-DRG 005
pdd_mdc_11,7,msdrg_008,int,2,Counts for MS-DRG 008
pdd_mdc_11,8,msdrg_010,int,1,Counts for MS-DRG 010
pdd_mdc_11,9,msdrg_016,int,1,Counts for MS-DRG 016
pdd_mdc_11,10,msdrg_652,int,3,Counts for MS-DRG 652
pdd_mdc_11,11,msdrg_653,int,1,Counts for MS-DRG 653
pdd_mdc_11,12,msdrg_654,int,2,Counts for MS-DRG 654
pdd_mdc_11,13,msdrg_655,int,2,Counts for MS-DRG 655
pdd_mdc_11,14,msdrg_656,int,2,Counts for MS-DRG 656
pdd_mdc_11,15,msdrg_657,int,2,Counts for MS-DRG 657
pdd_mdc_11,16,msdrg_658,int,2,Counts for MS-DRG 658
pdd_mdc_11,17,msdrg_659,int,2,Counts for MS-DRG 659
pdd_mdc_11,18,msdrg_660,int,3,Counts for MS-DRG 660
pdd_mdc_11,19,msdrg_661,int,3,Counts for MS-DRG 661
pdd_mdc_11,20,msdrg_662,int,1,Counts for MS-DRG 662
pdd_mdc_11,21,msdrg_663,int,1,Counts for MS-DRG 663
pdd_mdc_11,22,msdrg_664,int,1,Counts for MS-DRG 664
pdd_mdc_11,23,msdrg_665,int,1,Counts for MS-DRG 665
pdd_mdc_11,24,msdrg_666,int,1,Counts for MS-DRG 666
pdd_mdc_11,25,msdrg_667,int,1,Counts for MS-DRG 667
pdd_mdc_11,26,msdrg_668,int,1,Counts for MS-DRG 668
pdd_mdc_11,27,msdrg_669,int,2,Counts for MS-DRG 669
pdd_mdc_11,28,msdrg_670,int,2,Counts for MS-DRG 670
pdd_mdc_11,29,msdrg_671,int,1,Counts for MS-DRG 671
pdd_mdc_11,30,msdrg_672,int,2,Counts for MS-DRG 672
pdd_mdc_11,31,msdrg_673,int,2,Counts for MS-DRG 673
pdd_mdc_11,32,msdrg_674,int,2,Counts for MS-DRG 674
pdd_mdc_11,33,msdrg_675,int,1,Counts for MS-DRG 675
pdd_mdc_11,34,msdrg_682,int,3,Counts for MS-DRG 682
pdd_mdc_11,35,msdrg_683,int,3,Counts for MS-DRG 683
pdd_mdc_11,36,msdrg_684,int,2,Counts for MS-DRG 684
pdd_mdc_11,37,msdrg_685,int,2,Counts for MS-DRG 685
pdd_mdc_11,38,msdrg_686,int,1,Counts for MS-DRG 686
pdd_mdc_11,39,msdrg_687,int,1,Counts for MS-DRG 687
pdd_mdc_11,40,msdrg_688,int,1,Counts for MS-DRG 688
pdd_mdc_11,41,msdrg_689,int,2,Counts for MS-DRG 689
pdd_mdc_11,42,msdrg_690,int,3,Counts for MS-DRG 690
pdd_mdc_11,43,msdrg_691,int,2,Counts for MS-DRG 691
pdd_mdc_11,44,msdrg_692,int,1,Counts for MS-DRG 692
pdd_mdc_11,45,msdrg_693,int,1,Counts for MS-DRG 693
pdd_mdc_11,46,msdrg_694,int,2,Counts for MS-DRG 694
pdd_mdc_11,47,msdrg_695,int,1,Counts for MS-DRG 695
pdd_mdc_11,48,msdrg_696,int,2,Counts for MS-DRG 696
pdd_mdc_11,49,msdrg_697,int,1,Counts for MS-DRG 697
pdd_mdc_11,50,msdrg_698,int,2,Counts for MS-DRG 698
pdd_mdc_11,51,msdrg_699,int,3,Counts for MS-DRG 699
pdd_mdc_11,52,msdrg_700,int,2,Counts for MS-DRG 700
pdd_mdc_11,53,msdrg_981,int,1,Counts for MS-DRG 981
pdd_mdc_11,54,msdrg_982,int,1,Counts for MS-DRG 982
pdd_mdc_11,55,msdrg_983,int,1,Counts for MS-DRG 983
pdd_mdc_11,56,msdrg_986,int,1,Counts for MS-DRG 986
pdd_mdc_11,57,msdrg_987,int,1,Counts for MS-DRG 987
pdd_mdc_11,58,msdrg_988,int,1,Counts for MS-DRG 988
pdd_mdc_11,59,msdrg_989,int,1,Counts for MS-DRG 989
,,,,,
pdd_mdc_18,1,id,int,,"MSDRGs counts per hosiptal, per year, for MDC 18"
pdd_mdc_18,2,oshpd_id,str,9,OSHPD facility id
pdd_mdc_18,3,year,int,4,Year of discharge
pdd_mdc_18,4,msdrg_003,int,1,Counts for MS-DRG 003
pdd_mdc_18,5,msdrg_004,int,2,Counts for MS-DRG 004
pdd_mdc_18,6,msdrg_853,int,3,Counts for MS-DRG 853
pdd_mdc_18,7,msdrg_854,int,2,Counts for MS-DRG 854
pdd_mdc_18,8,msdrg_855,int,1,Counts for MS-DRG 855
pdd_mdc_18,9,msdrg_856,int,2,Counts for MS-DRG 856
pdd_mdc_18,10,msdrg_857,int,2,Counts for MS-DRG 857
pdd_mdc_18,11,msdrg_858,int,1,Counts for MS-DRG 858
pdd_mdc_18,12,msdrg_862,int,2,Counts for MS-DRG 862
pdd_mdc_18,13,msdrg_863,int,2,Counts for MS-DRG 863
pdd_mdc_18,14,msdrg_864,int,2,Counts for MS-DRG 864
pdd_mdc_18,15,msdrg_865,int,2,Counts for MS-DRG 865
pdd_mdc_18,16,msdrg_866,int,2,Counts for MS-DRG 866
pdd_mdc_18,17,msdrg_867,int,2,Counts for MS-DRG 867
pdd_mdc_18,18,msdrg_868,int,1,Counts for MS-DRG 868
pdd_mdc_18,19,msdrg_869,int,1,Counts for MS-DRG 869
pdd_mdc_18,20,msdrg_870,int,2,Counts for MS-DRG 870
pdd_mdc_18,21,msdrg_871,int,4,Counts for MS-DRG 871
pdd_mdc_18,22,msdrg_872,int,3,Counts for MS-DRG 872
,,,,,
pdd_mdc_07,1,id,int,,"MSDRGs counts per hosiptal, per year, for MDC 07"
pdd_mdc_07,2,oshpd_id,str,9,OSHPD facility id
pdd_mdc_07,3,year,int,4,Year of discharge
pdd_mdc_07,4,msdrg_003,int,1,Counts for MS-DRG 003
pdd_mdc_07,5,msdrg_004,int,1,Counts for MS-DRG 004
pdd_mdc_07,6,msdrg_005,int,2,Counts for MS-DRG 005
pdd_mdc_07,7,msdrg_006,int,2,Counts for MS-DRG 006
pdd_mdc_07,8,msdrg_010,int,1,Counts for MS-DRG 010
pdd_mdc_07,9,msdrg_405,int,2,Counts for MS-DRG 405
pdd_mdc_07,10,msdrg_406,int,3,Counts for MS-DRG 406
pdd_mdc_07,11,msdrg_407,int,2,Counts for MS-DRG 407
pdd_mdc_07,12,msdrg_408,int,2,Counts for MS-DRG 408
pdd_mdc_07,13,msdrg_409,int,2,Counts for MS-DRG 409
pdd_mdc_07,14,msdrg_410,int,1,Counts for MS-DRG 410
pdd_mdc_07,15,msdrg_411,int,1,Counts for MS-DRG 411
pdd_mdc_07,16,msdrg_412,int,1,Counts for MS-DRG 412
pdd_mdc_07,17,msdrg_413,int,1,Counts for MS-DRG 413
pdd_mdc_07,18,msdrg_414,int,2,Counts for MS-DRG 414
pdd_mdc_07,19,msdrg_415,int,2,Counts for MS-DRG 415
pdd_mdc_07,20,msdrg_416,int,2,Counts for MS-DRG 416
pdd_mdc_07,21,msdrg_417,int,2,Counts for MS-DRG 417
pdd_mdc_07,22,msdrg_418,int,2,Counts for MS-DRG 418
pdd_mdc_07,23,msdrg_419,int,3,Counts for MS-DRG 419
pdd_mdc_07,24,msdrg_420,int,1,Counts for MS-DRG 420
pdd_mdc_07,25,msdrg_421,int,1,Counts for MS-DRG 421
pdd_mdc_07,26,msdrg_422,int,1,Counts for MS-DRG 422
pdd_mdc_07,27,msdrg_423,int,2,Counts for MS-DRG 423
pdd_mdc_07,28,msdrg_424,int,1,Counts for MS-DRG 424
pdd_mdc_07,29,msdrg_425,int,1,Counts for MS-DRG 425
pdd_mdc_07,30,msdrg_432,int,2,Counts for MS-DRG 432
pdd_mdc_07,31,msdrg_433,int,2,Counts for MS-DRG 433
pdd_mdc_07,32,msdrg_434,int,2,Counts for MS-DRG 434
pdd_mdc_07,33,msdrg_435,int,2,Counts for MS-DRG 435
pdd_mdc_07,34,msdrg_436,int,2,Counts for MS-DRG 436
pdd_mdc_07,35,msdrg_437,int,2,Counts for MS-DRG 437
pdd_mdc_07,36,msdrg_438,int,2,Counts for MS-DRG 438
pdd_mdc_07,37,msdrg_439,int,2,Counts for MS-DRG 439
pdd_mdc_07,38,msdrg_440,int,2,Counts for MS-DRG 440
pdd_mdc_07,39,msdrg_441,int,3,Counts for MS-DRG 441
pdd_mdc_07,40,msdrg_442,int,3,Counts for MS-DRG 442
pdd_mdc_07,41,msdrg_443,int,2,Counts for MS-DRG 443
pdd_mdc_07,42,msdrg_444,int,2,Counts for MS-DRG 444
pdd_mdc_07,43,msdrg_445,int,2,Counts for MS-DRG 445
pdd_mdc_07,44,msdrg_446,int,2,Counts for MS-DRG 446
pdd_mdc_07,45,msdrg_981,int,1,Counts for MS-DRG 981
pdd_mdc_07,46,msdrg_982,int,1,Counts for MS-DRG 982
pdd_mdc_07,47,msdrg_983,int,1,Counts for MS-DRG 983
pdd_mdc_07,48,msdrg_987,int,1,Counts for MS-DRG 987
pdd_mdc_07,49,msdrg_988,int,1,Counts for MS-DRG 988
,,,,,
pdd_mdc_13,1,id,int,,"MSDRGs counts per hosiptal, per year, for MDC 13"
pdd_mdc_13,2,oshpd_id,str,9,OSHPD facility id
pdd_mdc_13,3,year,int,4,Year of discharge
pdd_mdc_13,4,msdrg_003,int,1,Counts for MS-DRG 003
pdd_mdc_13,5,msdrg_734,int,2,Counts for MS-DRG 734
pdd_mdc_13,6,msdrg_735,int,2,Counts for MS-DRG 735
pdd_mdc_13,7,msdrg_736,int,1,Counts for MS-DRG 736
pdd_mdc_13,8,msdrg_737,int,2,Counts for MS-DRG 737
pdd_mdc_13,9,msdrg_738,int,2,Counts for MS-DRG 738
pdd_mdc_13,10,msdrg_739,int,2,Counts for MS-DRG 739
pdd_mdc_13,11,msdrg_740,int,2,Counts for MS-DRG 740
pdd_mdc_13,12,msdrg_741,int,2,Counts for MS-DRG 741
pdd_mdc_13,13,msdrg_742,int,3,Counts for MS-DRG 742
pdd_mdc_13,14,msdrg_743,int,3,Counts for MS-DRG 743
pdd_mdc_13,15,msdrg_744,int,2,Counts for MS-DRG 744
pdd_mdc_13,16,msdrg_745,int,2,Counts for MS-DRG 745
pdd_mdc_13,17,msdrg_746,int,2,Counts for MS-DRG 746
pdd_mdc_13,18,msdrg_747,int,2,Counts for MS-DRG 747
pdd_mdc_13,19,msdrg_748,int,2,Counts for MS-DRG 748
pdd_mdc_13,20,msdrg_749,int,1,Counts for MS-DRG 749
pdd_mdc_13,21,msdrg_750,int,2,Counts for MS-DRG 750
pdd_mdc_13,22,msdrg_754,int,1,Counts for MS-DRG 754
pdd_mdc_13,23,msdrg_755,int,2,Counts for MS-DRG 755
pdd_mdc_13,24,msdrg_756,int,1,Counts for MS-DRG 756
pdd_mdc_13,25,msdrg_757,int,1,Counts for MS-DRG 757
pdd_mdc_13,26,msdrg_758,int,1,Counts for MS-DRG 758
pdd_mdc_13,27,msdrg_759,int,2,Counts for MS-DRG 759
pdd_mdc_13,28,msdrg_760,int,2,Counts for MS-DRG 760
pdd_mdc_13,29,msdrg_761,int,2,Counts for MS-DRG 761
pdd_mdc_13,30,msdrg_981,int,1,Counts for MS-DRG 981
pdd_mdc_13,31,msdrg_982,int,1,Counts for MS-DRG 982
pdd_mdc_13,32,msdrg_983,int,1,Counts for MS-DRG 983
pdd_mdc_13,33,msdrg_987,int,1,Counts for MS-DRG 987
pdd_mdc_13,34,msdrg_988,int,1,Counts for MS-DRG 988
pdd_mdc_13,35,msdrg_989,int,1,Counts for MS-DRG 989
,,,,,
pdd_mdc_20,1,id,int,,"MSDRGs counts per hosiptal, per year, for MDC 20"
pdd_mdc_20,2,oshpd_id,str,9,OSHPD facility id
pdd_mdc_20,3,year,int,4,Year of discharge
pdd_mdc_20,4,msdrg_003,int,1,Counts for MS-DRG 003
pdd_mdc_20,5,msdrg_004,int,1,Counts for MS-DRG 004
pdd_mdc_20,6,msdrg_894,int,2,Counts for MS-DRG 894
pdd_mdc_20,7,msdrg_895,int,3,Counts for MS-DRG 895
pdd_mdc_20,8,msdrg_896,int,2,Counts for MS-DRG 896
pdd_mdc_20,9,msdrg_897,int,3,Counts for MS-DRG 897
pdd_mdc_20,10,msdrg_981,int,1,Counts for MS-DRG 981
pdd_mdc_20,11,msdrg_982,int,1,Counts for MS-DRG 982
pdd_mdc_20,12,msdrg_983,int,1,Counts for MS-DRG 983
pdd_mdc_20,13,msdrg_984,int,1,Counts for MS-DRG 984
pdd_mdc_20,14,msdrg_987,int,1,Counts for MS-DRG 987
pdd_mdc_20,15,msdrg_988,int,1,Counts for MS-DRG 988
pdd_mdc_20,16,msdrg_989,int,1,Counts for MS-DRG 989
,,,,,
pdd_summary_mdc,1,id,int,,"Patient Discharge counts, aggregated on the mdc variable"
pdd_summary_mdc,2,oshpd_id,str,9,"Hospital Identification Number. A unique six-digit identifier assigned to each facility by the Office of Statewide Health Planning and Development. The first two digits indicate the county in which the facility is located. The last four digits are unique within each county. Appendix F - Counts by Facility (Discharges) (PDD) lists facility ID number, name, and number of discharges."
pdd_summary_mdc,3,year,int,4,Discharge Year. The year the patient was discharged.
pdd_summary_mdc,4,mdc,str,2,"Major Diagnostic Category (MDC). MDC code (for example, 22). The Major Diagnostic Categories (MDC) are formed by dividing all possible principal diagnoses (from ICD-9) into 25 mutually exclusive diagnosis groupings. The diagnoses in each MDC correspond to a single organ system or etiology and, in general, are associated with a particular medical specialty. MDC 1 to MDC 23 are grouped according to principal diagnosis. Patients are assigned to MDC 24 (Multiple Significant Trauma) with at least two significant trauma diagnosis codes (either as principal or secondary) from different body site categories. Patients assigned to MDC 25 (HIV Infections) must have a principal diagnosis of an HIV Infection or a principal diagnosis of a significant HIV related condition and a secondary diagnosis of an HIV Infection. Some discharges are associated with procedures that are resource intensive and may be associated with multiple diagnosis domains (for example, transplants, MS-DRG 001-017), or procedures that are unrelated to the principal diagnosis (MS-DRG 981-989). These records are assigned to a variety of MDCs, based on the principal diagnosis instead of the MDC associated with the designated DRG. A MDC of 00 is assigned to records that are ungroupable. Ungroupable records include those where the principal diagnosis is not an existing ICD-9-CM code or the sex code does not logically relate to the diagnosis or procedure. For a list of MDC codes and labels see Appendix I - Major Diagnostic Categories (MDC). Note that MDC codes and their associated labels potentially change across years and year-specific code-label crosswalk lists must be used."
pdd_summary_mdc,5,count,int,4,Count of records
,,,,,
pdd_mdc_22,1,id,int,,"MSDRGs counts per hosiptal, per year, for MDC 22"
pdd_mdc_22,2,oshpd_id,str,9,OSHPD facility id
pdd_mdc_22,3,year,int,4,Year of discharge
pdd_mdc_22,4,msdrg_003,int,2,Counts for MS-DRG 003
pdd_mdc_22,5,msdrg_004,int,1,Counts for MS-DRG 004
pdd_mdc_22,6,msdrg_927,int,2,Counts for MS-DRG 927
pdd_mdc_22,7,msdrg_928,int,2,Counts for MS-DRG 928
pdd_mdc_22,8,msdrg_929,int,3,Counts for MS-DRG 929
pdd_mdc_22,9,msdrg_933,int,2,Counts for MS-DRG 933
pdd_mdc_22,10,msdrg_934,int,2,Counts for MS-DRG 934
pdd_mdc_22,11,msdrg_935,int,3,Counts for MS-DRG 935
,,,,,
pdd_mdc_16,1,id,int,,"MSDRGs counts per hosiptal, per year, for MDC 16"
pdd_mdc_16,2,oshpd_id,str,9,OSHPD facility id
pdd_mdc_16,3,year,int,4,Year of discharge
pdd_mdc_16,4,msdrg_003,int,1,Counts for MS-DRG 003
pdd_mdc_16,5,msdrg_004,int,1,Counts for MS-DRG 004
pdd_mdc_16,6,msdrg_005,int,1,Counts for MS-DRG 005
pdd_mdc_16,7,msdrg_006,int,1,Counts for MS-DRG 006
pdd_mdc_16,8,msdrg_009,int,2,Counts for MS-DRG 009
pdd_mdc_16,9,msdrg_014,int,2,Counts for MS-DRG 014
pdd_mdc_16,10,msdrg_016,int,1,Counts for MS-DRG 016
pdd_mdc_16,11,msdrg_799,int,1,Counts for MS-DRG 799
pdd_mdc_16,12,msdrg_800,int,1,Counts for MS-DRG 800
pdd_mdc_16,13,msdrg_801,int,2,Counts for MS-DRG 801
pdd_mdc_16,14,msdrg_802,int,1,Counts for MS-DRG 802
pdd_mdc_16,15,msdrg_803,int,1,Counts for MS-DRG 803
pdd_mdc_16,16,msdrg_804,int,2,Counts for MS-DRG 804
pdd_mdc_16,17,msdrg_808,int,2,Counts for MS-DRG 808
pdd_mdc_16,18,msdrg_809,int,3,Counts for MS-DRG 809
pdd_mdc_16,19,msdrg_810,int,2,Counts for MS-DRG 810
pdd_mdc_16,20,msdrg_811,int,2,Counts for MS-DRG 811
pdd_mdc_16,21,msdrg_812,int,3,Counts for MS-DRG 812
pdd_mdc_16,22,msdrg_813,int,2,Counts for MS-DRG 813
pdd_mdc_16,23,msdrg_814,int,2,Counts for MS-DRG 814
pdd_mdc_16,24,msdrg_815,int,2,Counts for MS-DRG 815
pdd_mdc_16,25,msdrg_816,int,2,Counts for MS-DRG 816
pdd_mdc_16,26,msdrg_981,int,1,Counts for MS-DRG 981
pdd_mdc_16,27,msdrg_982,int,1,Counts for MS-DRG 982
pdd_mdc_16,28,msdrg_983,int,1,Counts for MS-DRG 983
pdd_mdc_16,29,msdrg_984,int,1,Counts for MS-DRG 984
pdd_mdc_16,30,msdrg_985,int,1,Counts for MS-DRG 985
pdd_mdc_16,31,msdrg_986,int,1,Counts for MS-DRG 986
pdd_mdc_16,32,msdrg_987,int,1,Counts for MS-DRG 987
pdd_mdc_16,33,msdrg_988,int,1,Counts for MS-DRG 988
