table,sequence_id,column,datatype,size,description
conditions,7,matched_hospital_name,str,84,Name of hospital that was matched to the 'hospital' field to determine the oshpd_id
conditions,8,comment_letters,str,19,comment_letters
conditions,9,acute_myocardial_infarction_risk_adjusted_mortality_rate,float,,acute_myocardial_infarction_risk_adjusted_mortality_rate
conditions,10,acute_myocardial_infarction_of_deaths,int,5,acute_myocardial_infarction_of_deaths
conditions,11,acute_myocardial_infarction_of_cases,int,6,acute_myocardial_infarction_of_cases
conditions,12,acute_myocardial_infarction_outlier_ratings,str,6,acute_myocardial_infarction_outlier_ratings
conditions,13,acute_stroke_total_risk_adjusted_mortality_rate,float,,acute_stroke_total_risk_adjusted_mortality_rate
conditions,14,acute_stroke_total_of_deaths,int,5,acute_stroke_total_of_deaths
conditions,15,acute_stroke_total_of_cases,int,6,acute_stroke_total_of_cases
conditions,16,acute_stroke_total_outlier_ratings,str,6,acute_stroke_total_outlier_ratings
conditions,17,acute_stroke_hemorrhagic_risk_adjusted_mortality_rate,float,,acute_stroke_hemorrhagic_risk_adjusted_mortality_rate
conditions,18,acute_stroke_hemorrhagic_of_deaths,int,6,acute_stroke_hemorrhagic_of_deaths
conditions,19,acute_stroke_hemorrhagic_of_cases,int,7,acute_stroke_hemorrhagic_of_cases
conditions,20,acute_stroke_hemorrhagic_outlier_ratings,str,6,acute_stroke_hemorrhagic_outlier_ratings
conditions,21,acute_stroke_ischemic_risk_adjusted_mortality_rate,float,,acute_stroke_ischemic_risk_adjusted_mortality_rate
conditions,22,acute_stroke_ischemic_of_deaths,int,5,acute_stroke_ischemic_of_deaths
conditions,23,acute_stroke_ischemic_of_cases,int,6,acute_stroke_ischemic_of_cases
conditions,24,acute_stroke_ischemic_outlier_ratings,str,6,acute_stroke_ischemic_outlier_ratings
conditions,25,acute_stroke_subarachnoid_risk_adjusted_mortality_rate,float,,acute_stroke_subarachnoid_risk_adjusted_mortality_rate
conditions,26,acute_stroke_subarachnoid_of_deaths,int,5,acute_stroke_subarachnoid_of_deaths
conditions,27,acute_stroke_subarachnoid_of_cases,int,6,acute_stroke_subarachnoid_of_cases
conditions,28,acute_stroke_subarachnoid_outlier_ratings,str,6,acute_stroke_subarachnoid_outlier_ratings
conditions,29,gi_hemorrhage_risk_adjusted_mortality_rate,float,,gi_hemorrhage_risk_adjusted_mortality_rate
conditions,30,gi_hemorrhage_of_deaths,int,5,gi_hemorrhage_of_deaths
conditions,31,gi_hemorrhage_of_cases,int,6,gi_hemorrhage_of_cases
conditions,32,gi_hemorrhage_outlier_ratings,str,6,gi_hemorrhage_outlier_ratings
conditions,33,heart_failure_risk_adjusted_mortality_rate,float,,heart_failure_risk_adjusted_mortality_rate
conditions,34,heart_failure_of_deaths,int,5,heart_failure_of_deaths
conditions,35,heart_failure_of_cases,int,6,heart_failure_of_cases
conditions,36,heart_failure_outlier_ratings,str,6,heart_failure_outlier_ratings
conditions,37,hip_fracture_risk_adjusted_mortality_rate,float,,hip_fracture_risk_adjusted_mortality_rate
conditions,38,hip_fracture_of_deaths,int,4,hip_fracture_of_deaths
conditions,39,hip_fracture_of_cases,int,6,hip_fracture_of_cases
conditions,40,hip_fracture_outlier_ratings,str,6,hip_fracture_outlier_ratings
conditions,41,pneumonia_risk_adjusted_mortality_rate,float,,pneumonia_risk_adjusted_mortality_rate
conditions,42,pneumonia_of_deaths,int,5,pneumonia_of_deaths
conditions,43,pneumonia_of_cases,int,6,pneumonia_of_cases
conditions,44,pneumonia_outlier_ratings,str,6,pneumonia_outlier_ratings
,,,,,
indicators,1,id,int,,2010 Inpatient Mortality Indicators
indicators,2,year,int,4,year
indicators,3,county_gvid,str,6,county_gvid
indicators,4,oshpd_id,str,9,oshpd_id
indicators,5,county,str,15,county
indicators,6,hospital,str,69,hospital
indicators,7,matched_hospital_name,str,84,Name of hospital that was matched to the 'hospital' field to determine the oshpd_id
indicators,8,comment_letters,str,20,comment_letters
indicators,9,espophageal_resection_risk_adjusted_mortality_rate,float,5,espophageal_resection_risk_adjusted_mortality_rate
indicators,10,espophageal_resection_of_deaths,int,4,espophageal_resection_of_deaths
indicators,11,espophageal_resection_of_cases,int,5,espophageal_resection_of_cases
indicators,12,espophageal_resection_outlier_ratings,str,5,espophageal_resection_outlier_ratings
indicators,13,pancreatic_resection_risk_adjusted_mortality_rate,float,4,pancreatic_resection_risk_adjusted_mortality_rate
indicators,14,pancreatic_resection_of_deaths,int,4,pancreatic_resection_of_deaths
indicators,15,pancreatic_resection_of_cases,int,5,pancreatic_resection_of_cases
indicators,16,pancreatic_resection_outlier_ratings,str,5,pancreatic_resection_outlier_ratings
indicators,17,aaa_repair_risk_adjusted_mortality_rate,float,4,aaa_repair_risk_adjusted_mortality_rate
indicators,18,aaa_repair_of_deaths,int,4,aaa_repair_of_deaths
indicators,19,aaa_repair_of_cases,int,6,aaa_repair_of_cases
indicators,20,aaa_repair_outlier_ratings,str,5,aaa_repair_outlier_ratings
indicators,21,craniotomy_risk_adjusted_mortality_rate,float,5,craniotomy_risk_adjusted_mortality_rate
indicators,22,craniotomy_of_deaths,int,6,craniotomy_of_deaths
indicators,23,craniotomy_of_cases,int,7,craniotomy_of_cases
indicators,24,craniotomy_outlier_ratings,str,6,craniotomy_outlier_ratings
indicators,25,acute_myocardial_infarction_risk_adjusted_mortality_rate,float,,acute_myocardial_infarction_risk_adjusted_mortality_rate
indicators,26,acute_myocardial_infarction_of_deaths,int,5,acute_myocardial_infarction_of_deaths
indicators,27,acute_myocardial_infarction_of_cases,int,6,acute_myocardial_infarction_of_cases
indicators,28,acute_myocardial_infarction_outlier_ratings,str,6,acute_myocardial_infarction_outlier_ratings
indicators,29,congestive_heart_failure_risk_adjusted_mortality_rate,float,,congestive_heart_failure_risk_adjusted_mortality_rate
indicators,30,congestive_heart_failure_of_deaths,int,5,congestive_heart_failure_of_deaths
indicators,31,congestive_heart_failure_of_cases,int,6,congestive_heart_failure_of_cases
indicators,32,congestive_heart_failure_outlier_ratings,str,6,congestive_heart_failure_outlier_ratings
indicators,33,acute_stroke_risk_adjusted_mortality_rate,float,,acute_stroke_risk_adjusted_mortality_rate
indicators,34,acute_stroke_of_deaths,int,5,acute_stroke_of_deaths
indicators,35,acute_stroke_of_cases,int,6,acute_stroke_of_cases
indicators,36,acute_stroke_outlier_ratings,str,6,acute_stroke_outlier_ratings
indicators,37,gi_hemorrhage_risk_adjusted_mortality_rate,float,,gi_hemorrhage_risk_adjusted_mortality_rate
indicators,38,gi_hemorrhage_of_deaths,int,5,gi_hemorrhage_of_deaths
indicators,39,gi_hemorrhage_of_cases,int,6,gi_hemorrhage_of_cases
indicators,40,gi_hemorrhage_outlier_ratings,str,6,gi_hemorrhage_outlier_ratings
indicators,41,hip_fracture_risk_adjusted_mortality_rate,float,,hip_fracture_risk_adjusted_mortality_rate
indicators,42,hip_fracture_of_deaths,int,4,hip_fracture_of_deaths
indicators,43,hip_fracture_of_cases,int,6,hip_fracture_of_cases
indicators,44,hip_fracture_outlier_ratings,str,6,hip_fracture_outlier_ratings
indicators,45,pneumonia_risk_adjusted_mortality_rate,float,,pneumonia_risk_adjusted_mortality_rate
indicators,46,pneumonia_of_deaths,int,5,pneumonia_of_deaths
indicators,47,pneumonia_of_cases,int,6,pneumonia_of_cases
indicators,48,pneumonia_outlier_ratings,str,6,pneumonia_outlier_ratings
indicators,49,ptca_risk_adjusted_mortality_rate,float,4,ptca_risk_adjusted_mortality_rate
indicators,50,ptca_of_deaths,int,5,ptca_of_deaths
indicators,51,ptca_of_cases,int,7,ptca_of_cases
indicators,52,ptca_outlier_ratings,str,6,ptca_outlier_ratings
indicators,53,carotid_endarterectomy_risk_adjusted_mortality_rate,float,4,carotid_endarterectomy_risk_adjusted_mortality_rate
indicators,54,carotid_endarterectomy_of_deaths,int,4,carotid_endarterectomy_of_deaths
indicators,55,carotid_endarterectomy_of_cases,int,6,carotid_endarterectomy_of_cases
indicators,56,carotid_endarterectomy_outlier_ratings,str,5,carotid_endarterectomy_outlier_ratings
indicators,57,esophageal_resection_risk_adjusted_mortality_rate,float,4,esophageal_resection_risk_adjusted_mortality_rate
indicators,58,esophageal_resection_of_cases,int,5,esophageal_resection_of_cases
indicators,59,esophageal_resection_outlier_ratings,str,5,esophageal_resection_outlier_ratings
indicators,60,esophageal_resection_of_deaths,int,4,esophageal_resection_of_deaths
indicators,61,heart_failure_risk_adjusted_mortality_rate,float,,heart_failure_risk_adjusted_mortality_rate
indicators,62,heart_failure_of_deaths,int,5,heart_failure_of_deaths
indicators,63,heart_failure_of_cases,int,6,heart_failure_of_cases
indicators,64,heart_failure_outlier_ratings,str,6,heart_failure_outlier_ratings
indicators,65,pci_risk_adjusted_mortality_rate,float,3,pci_risk_adjusted_mortality_rate
indicators,66,pci_of_deaths,int,5,pci_of_deaths
indicators,67,pci_of_cases,int,7,pci_of_cases
indicators,68,pci_outlier_ratings,str,6,pci_outlier_ratings
