table,position,source_header,dest_header,datatype,valuetype,has_codes,start,width,size,summary,description
pqi,33,pqi_11_bacterial_pneumonia_observed_rate,pqi_11_bacterial_pneumonia_observed_rate,float,,False,,,,,
pqi,34,pqi_11_bacterial_pneumonia_risk_adjusted_rate,pqi_11_bacterial_pneumonia_risk_adjusted_rate,float,,False,,,,,
pqi,35,pqi_12_urinary_tract_infection_cases,pqi_12_urinary_tract_infection_cases,int,,False,,,,,
pqi,36,pqi_12_urinary_tract_infection_population,pqi_12_urinary_tract_infection_population,int,,False,,,,,
pqi,37,pqi_12_urinary_tract_infection_observed_rate,pqi_12_urinary_tract_infection_observed_rate,float,,False,,,,,
pqi,38,pqi_12_urinary_tract_infection_risk_adjusted_rate,pqi_12_urinary_tract_infection_risk_adjusted_rate,float,,False,,,,,
pqi,39,pqi_13_angina_without_procedure_cases,pqi_13_angina_without_procedure_cases,int,,False,,,,,
pqi,40,pqi_13_angina_without_procedure_population,pqi_13_angina_without_procedure_population,int,,False,,,,,
pqi,41,pqi_13_angina_without_procedure_observed_rate,pqi_13_angina_without_procedure_observed_rate,float,,False,,,,,
pqi,42,pqi_13_angina_without_procedure_risk_adjusted_rate,pqi_13_angina_without_procedure_risk_adjusted_rate,float,,False,,,,,
pqi,43,pqi_14_uncontrolled_diabetes_cases,pqi_14_uncontrolled_diabetes_cases,int,,False,,,,,
pqi,44,pqi_14_uncontrolled_diabetes_population,pqi_14_uncontrolled_diabetes_population,int,,False,,,,,
pqi,45,pqi_14_uncontrolled_diabetes_observed_rate,pqi_14_uncontrolled_diabetes_observed_rate,float,,False,,,,,
pqi,46,pqi_14_uncontrolled_diabetes_risk_adjusted_rate,pqi_14_uncontrolled_diabetes_risk_adjusted_rate,float,,False,,,,,
pqi,47,pqi_15_asthma_in_younger_adults_cases,pqi_15_asthma_in_younger_adults_cases,int,,False,,,,,
pqi,48,pqi_15_asthma_in_younger_adults_population,pqi_15_asthma_in_younger_adults_population,int,,False,,,,,
pqi,49,pqi_15_asthma_in_younger_adults_observed_rate,pqi_15_asthma_in_younger_adults_observed_rate,float,,False,,,,,
pqi,50,pqi_15_asthma_in_younger_adults_risk_adjusted_rate,pqi_15_asthma_in_younger_adults_risk_adjusted_rate,float,,False,,,,,
pqi,51,pqi_16_lower_extremity_amputation_among_patients_with_diabetes_cases,pqi_16_lower_extremity_amputation_among_patients_with_diabetes_cases,int,,False,,,,,
pqi,52,pqi_16_lower_extremity_amputation_among_patients_with_diabetes_population,pqi_16_lower_extremity_amputation_among_patients_with_diabetes_population,int,,False,,,,,
pqi,53,pqi_16_lower_extremity_amputation_among_patients_with_diabetes_observed_rate,pqi_16_lower_extremity_amputation_among_patients_with_diabetes_observed_rate,float,,False,,,,,
pqi,54,pqi_16_lower_extremity_amputation_among_patients_with_diabetes_risk_adjusted_rate,pqi_16_lower_extremity_amputation_among_patients_with_diabetes_risk_adjusted_rate,float,,False,,,,,
pqi,55,pqi_90_overall_composite_cases,pqi_90_overall_composite_cases,int,,False,,,,,
pqi,56,pqi_90_overall_composite_population,pqi_90_overall_composite_population,int,,False,,,,,
pqi,57,pqi_90_overall_composite_observed_rate,pqi_90_overall_composite_observed_rate,float,,False,,,,,
pqi,58,pqi_90_overall_composite_risk_adjusted_rate,pqi_90_overall_composite_risk_adjusted_rate,float,,False,,,,,
pqi,59,pqi_91_acute_composite_cases,pqi_91_acute_composite_cases,int,,False,,,,,
pqi,60,pqi_91_acute_composite_population,pqi_91_acute_composite_population,int,,False,,,,,
pqi,61,pqi_91_acute_composite_observed_rate,pqi_91_acute_composite_observed_rate,float,,False,,,,,
pqi,62,pqi_91_acute_composite_risk_adjusted_rate,pqi_91_acute_composite_risk_adjusted_rate,float,,False,,,,,
pqi,63,pqi_92_chronic_composite_cases,pqi_92_chronic_composite_cases,int,,False,,,,,
pqi,64,pqi_92_chronic_composite_population,pqi_92_chronic_composite_population,int,,False,,,,,
pqi,65,pqi_92_chronic_composite_observed_rate,pqi_92_chronic_composite_observed_rate,float,,False,,,,,
pqi,66,pqi_92_chronic_composite_risk_adjusted_rate,pqi_92_chronic_composite_risk_adjusted_rate,float,,False,,,,,
